asset_path,line,category,evidence
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipSpawnDto.cs",27,"network-serialization","SerializeValue(ref scheduleId);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipSpawnDto.cs",28,"network-serialization","SerializeValue(ref statusRaw);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipSpawnDto.cs",29,"network-serialization","SerializeValue(ref capacitySlots);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipSpawnDto.cs",30,"network-serialization","SerializeValue(ref capacityWeight);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",2,"network-serialization","INetworkSerializable struct."
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",12,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",15,"network-serialization","NetworkSerialize)"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",19,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",21,"network-serialization","SerializeValue(ref npcInstanceId);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",22,"network-serialization","SerializeValue(ref statusRaw);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",23,"network-serialization","SerializeValue(ref currentStationId);"
"Assets/_Project/Scripts/PeacefulShip/Dto/NpcShipStatusDto.cs",24,"network-serialization","SerializeValue(ref timestamp);"
"Assets/_Project/Scripts/PeacefulShip/Network/NpcCargoService.cs",42,"lifecycle-placement","DontDestroyOnLoad(go);"
"Assets/_Project/Scripts/PeacefulShip/Network/NpcShipTrafficManager.cs",45,"lifecycle-placement","DontDestroyOnLoad(go);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",96,"spatial-member","public Bounds GetAvoidanceBounds()"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",105,"spatial-member","private Bounds GetClearBounds()"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",114,"spatial-member","public Vector3 ClosestPoint(Vector3 worldPos)"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",127,"spatial-member","private Vector3 ClosestClearPoint(Vector3 worldPos)"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",98,"position-access","transform.position, Vector3.zero);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",107,"position-access","transform.position, Vector3.zero);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",118,"position-access","transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",121,"position-access","transform.position + toPos.normalized * avoidanceRadius;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",132,"position-access","transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",135,"position-access","transform.position + toPos.normalized * r;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",159,"position-access","transform.position, other.transform.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",165,"position-access","transform.position)"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",166,"position-access","transform.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",167,"position-access","transform.position, otherClosest) < myExt;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",172,"position-access","transform.position)"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",173,"position-access","transform.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",174,"position-access","transform.position, myClosest) < otherExt;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",189,"position-access","transform.position, other.transform.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",192,"position-access","transform.position, other.ClosestPoint(transform.position));"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",195,"position-access","transform.position, ClosestPoint(other.transform.position));"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",218,"position-access","transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",230,"position-access","transform.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",266,"position-access","transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",307,"position-access","transform.position, ClearExtent);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",321,"position-access","transform.position, awarenessRadius);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZone.cs",326,"position-access","transform.position, avoidanceRadius);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZoneBuilds.cs",84,"spatial-member","public Vector3 ClosestPoint(Vector3 point)"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZoneBuilds.cs",136,"position-access","transform.position, 3f);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcProximityZoneBuilds.cs",137,"position-access","transform.position + Vector3.up * 4f,"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",870,"physics-query","Physics.Raycast(origin, dir, out var hit, avoidEscapeMaxDist))"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",332,"spatial-member","public Vector3 CruiseTargetPos { get; set; }"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",392,"spatial-member","private Vector3 _avoidFromPos;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",393,"spatial-member","private Vector3 _escapeDir; // T-NS-BZ07: raycast-computed escape direction"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",281,"position-access","rb.position = worldPos;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",481,"position-access","transform.position.y;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",515,"position-access","rb.position)}"");"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",570,"position-access","rb.position.y;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",594,"position-access","rb.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",614,"position-access","rb.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",619,"position-access","rb.position, zone.transform.position) < zone.CommRange) {"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",643,"position-access","rb.position.y) * 0.5f;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",673,"position-access","rb.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",699,"position-access","transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",728,"position-access","transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",887,"position-access","rb.position) ?? other.transform.position;"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",888,"position-access","rb.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",914,"position-access","rb.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",915,"position-access","rb.position);"
"Assets/_Project/Scripts/PeacefulShip/Stations/NpcShipController.cs",936,"position-access","rb.position - _avoidFromPos;"
"Assets/_Project/Scripts/Player/CharacterCustomisationApplier.cs",287,"lifecycle-placement","Instantiate(targetModel, _visualRoot, worldPositionStays: false);"
"Assets/_Project/Scripts/Player/CharacterEquipmentVisualApplier.cs",195,"position-access","transform.localPosition = item.attachPositionOffset;"
"Assets/_Project/Scripts/Player/CharacterEquipmentVisualApplier.cs",190,"lifecycle-placement","Instantiate(item.visualPrefab);"
"Assets/_Project/Scripts/Player/Editor/ShipControllerEditor.cs",222,"position-access","transform.position.y:F1} m"");"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1814,"spatial-rpc-signature","private void HidePickupRpc(Vector3 targetPos, RpcParams rpcParams = default)"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1848,"spatial-rpc-signature","private void OpenChestRpc(Vector3 targetPos, RpcParams rpcParams = default)"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1884,"spatial-rpc-signature","public void ApplyServerPositionRpc(Vector3 serverPosition, RpcParams rpcParams = default)"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1913,"spatial-rpc-signature","public void TeleportServerRpc(Vector3 position)"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1943,"spatial-rpc-signature","public void TeleportAllClientRpc(Vector3 position, RpcParams rpcParams = default)"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",2048,"network-variable","NetworkVariable<InventoryData> для авто-синхронизации ВСЕМ клиентам —"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1080,"physics-query","Physics.SphereCast(origin, radius, Vector3.down, out RaycastHit hit,"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",87,"spatial-member","private Vector3 _velocity;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",91,"spatial-member","private Vector3 _platformLastPos;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",94,"spatial-member","private Vector3 _platformDelta;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",98,"spatial-member","private Vector3 _windVelocity = Vector3.zero;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",99,"spatial-member","private Vector3 _windVelocitySmooth = Vector3.zero;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",111,"spatial-member","private Vector2 _moveInput;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",158,"spatial-member","private Vector3 _originalScale;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",176,"spatial-member","private Vector3 _serverPosition;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",205,"spatial-member","public Vector3 GetEffectivePosition()"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1205,"spatial-member","private Vector3 GetGlobalWindTargetVelocity()"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",200,"position-access","transform.position игрока заморожен на точке посадки, пока корабль"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",201,"position-access","transform.position в любых дистанционных"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",207,"position-access","transform.position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",208,"position-access","transform.position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",516,"position-access","transform.position + Vector3.up * 1.5f;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",532,"position-access","transform.position - transform.position).sqrMagnitude;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",697,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",921,"position-access","transform.position, _serverPosition);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",926,"position-access","transform.position}, _serverPos={_serverPosition}"");"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",928,"position-access","transform.position = Vector3.Lerp(transform.position, _serverPosition, positionCorrectionSpeed * Time.fixedDeltaTime);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1076,"position-access","transform.position + _controller.center;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1143,"position-access","platform.position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1150,"position-access","platform.position - _platformLastPos;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1157,"position-access","platform.position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1169,"position-access","transform.position - platform.position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1182,"position-access","platform.position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1263,"position-access","transform.position = _currentShip.GetExitPosition();"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1334,"position-access","transform.position, boardDistance);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1432,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1453,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1473,"position-access","transform.position - position).sqrMagnitude <= radius * radius)"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1514,"position-access","transform.position, chest.transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1525,"position-access","transform.position, float.MaxValue);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1530,"position-access","transform.position, pickupRange);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1534,"position-access","transform.position, pickupRange);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1568,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1630,"position-access","transform.position}"");"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1658,"position-access","transform.position}"");"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1716,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1749,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1790,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1820,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1854,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1949,"position-access","transform.position = position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1963,"position-access","transform.position = position;"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",647,"lifecycle-placement","Instantiate(cameraPrefab.gameObject);"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",182,"legacy-origin","FloatingOriginMP cooldown removed - scene-based architecture doesn't use world shifting"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",362,"legacy-origin","FloatingOriginMP subscriptions removed - scene-based architecture doesn't use world shifting"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",363,"legacy-origin","FloatingOriginMP"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",634,"legacy-origin","FloatingOriginMP event handling removed - scene-based doesn't use world shifting"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",643,"legacy-origin","FloatingOriginMP:"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",645,"legacy-origin","FloatingOriginMP пытался рапаренчить игрока под WorldRoot → краш иерархии"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",909,"legacy-origin","FloatingOriginMP"
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1878,"legacy-origin","FloatingOriginMP."
"Assets/_Project/Scripts/Player/NetworkPlayer.cs",1887,"legacy-origin","FloatingOriginMP"
"Assets/_Project/Scripts/Player/PlayerController.cs",40,"spatial-member","private Vector3 _velocity;"
"Assets/_Project/Scripts/Player/PlayerController.cs",48,"spatial-member","private Vector2 _moveInput;"
"Assets/_Project/Scripts/Player/PlayerInputReader.cs",44,"spatial-member","private Vector2 _moveInput;"
"Assets/_Project/Scripts/Player/PlayerInputReader.cs",50,"spatial-member","private Vector2 _mouseDelta;"
"Assets/_Project/Scripts/Player/PlayerInputReader.cs",154,"spatial-member","public Vector2 MoveInput => _moveInput;"
"Assets/_Project/Scripts/Player/PlayerInputReader.cs",164,"spatial-member","public Vector2 MouseDelta => _mouseDelta;"
"Assets/_Project/Scripts/Player/PlayerRespawnTracker.cs",224,"spatial-rpc-signature","private void TeleportToClientRpc(Vector3 targetPosition)"
"Assets/_Project/Scripts/Player/PlayerRespawnTracker.cs",246,"physics-query","Physics.SyncTransforms();"
"Assets/_Project/Scripts/Player/PlayerRespawnTracker.cs",74,"position-access","transform.position.y;"
"Assets/_Project/Scripts/Player/PlayerRespawnTracker.cs",201,"position-access","transform.position - transform.position).sqrMagnitude;"
"Assets/_Project/Scripts/Player/PlayerRespawnTracker.cs",232,"position-access","transform.position = targetPosition;"
"Assets/_Project/Scripts/Player/PlayerStateMachine.cs",117,"position-access","transform.position = shipToExit.GetExitPosition();"
"Assets/_Project/Scripts/Player/PlayerStateMachine.cs",194,"position-access","transform.position, ship.transform.position);"
"Assets/_Project/Scripts/Player/RespawnPointData.cs",15,"spatial-member","public Vector3 fallbackPosition;"
"Assets/_Project/Scripts/Player/RespawnPointData.cs",28,"spatial-member","public readonly Vector3 GetEffectivePosition()"
"Assets/_Project/Scripts/Player/RespawnPointData.cs",26,"position-access","spawnPoint.position если назначен, иначе fallbackPosition."
"Assets/_Project/Scripts/Player/RespawnPointData.cs",30,"position-access","spawnPoint.position : fallbackPosition;"
"Assets/_Project/Scripts/Player/ShipController.cs",2392,"spatial-rpc-signature","public void RecallShipToPadServerRpc(Vector3 padPosition, int cost, RpcParams rpcParams = default)"
"Assets/_Project/Scripts/Player/ShipController.cs",99,"network-variable","NetworkVariable<bool> _netIsDocked = new NetworkVariable<bool>("
"Assets/_Project/Scripts/Player/ShipController.cs",104,"network-variable","NetworkVariable<bool> _netEngineRunning = new NetworkVariable<bool>("
"Assets/_Project/Scripts/Player/ShipController.cs",893,"network-variable","NetworkVariable<float> _serverCargoPenalty = new NetworkVariable<float>("
"Assets/_Project/Scripts/Player/ShipController.cs",905,"network-variable","NetworkVariable<ShipTelemetryState> — server-authoritative"
"Assets/_Project/Scripts/Player/ShipController.cs",909,"network-variable","NetworkVariable<ShipTelemetryState> _telemetryState = new NetworkVariable<ShipTelemetryState>("
"Assets/_Project/Scripts/Player/ShipController.cs",1447,"physics-query","Physics.gravity.y);"
"Assets/_Project/Scripts/Player/ShipController.cs",1577,"physics-query","Physics.gravity.y) * antiGravity;"
"Assets/_Project/Scripts/Player/ShipController.cs",1840,"physics-query","Physics.Raycast(transform.position, Vector3.down, out _, 1.5f);"
"Assets/_Project/Scripts/Player/ShipController.cs",442,"spatial-member","private Vector3 _activeMeziyTorque; // Применяемый момент от мезиевой тяги"
"Assets/_Project/Scripts/Player/ShipController.cs",486,"spatial-member","private Vector3 _currentWindForce;"
"Assets/_Project/Scripts/Player/ShipController.cs",489,"spatial-member","private Vector3 _currentGlobalWindForce = Vector3.zero;"
"Assets/_Project/Scripts/Player/ShipController.cs",1841,"spatial-member","public Vector3 GetExitPosition() => transform.position + Vector3.up * 1.5f;"
"Assets/_Project/Scripts/Player/ShipController.cs",1853,"spatial-member","public Vector3 AngularVelocity => _rb != null ? _rb.angularVelocity : Vector3.zero;"
"Assets/_Project/Scripts/Player/ShipController.cs",1101,"position-access","transform.position,"
"Assets/_Project/Scripts/Player/ShipController.cs",1763,"position-access","transform.position.y;"
"Assets/_Project/Scripts/Player/ShipController.cs",1766,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/ShipController.cs",1840,"position-access","transform.position, Vector3.down, out _, 1.5f);"
"Assets/_Project/Scripts/Player/ShipController.cs",1841,"position-access","transform.position + Vector3.up * 1.5f;"
"Assets/_Project/Scripts/Player/ShipController.cs",2259,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/ShipController.cs",2371,"position-access","transform.position);"
"Assets/_Project/Scripts/Player/ShipController.cs",2419,"position-access","_rb.position = padPosition;"
"Assets/_Project/Scripts/Player/ThirdPersonCameraDefault_EmptyTEST.cs",13,"spatial-member","private Vector3 _offset = new Vector3(0f, 2f, -5f);"
"Assets/_Project/Scripts/Player/ThirdPersonCameraDefault_EmptyTEST.cs",26,"position-access","transform.position = _target.position + _target.rotation * _offset;"
"Assets/_Project/Scripts/Rendering/VolumetricCloudsRenderFeature.cs",435,"spatial-member","public Vector4 TargetSize;"
"Assets/_Project/Scripts/ResourceNode/GatheringClientState.cs",77,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",392,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",403,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> s) where T : IReaderWriter"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",405,"network-serialization","SerializeValue(ref code);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",406,"network-serialization","SerializeValue(ref progress);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",407,"network-serialization","SerializeValue(ref quantity);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",408,"network-serialization","SerializeValue(ref isDepleted);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",409,"network-serialization","SerializeValue"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",412,"network-serialization","SerializeValue(ref n);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",414,"network-serialization","SerializeValue(ref r);"
"Assets/_Project/Scripts/ResourceNode/GatheringServer.cs",347,"position-access","transform.position, node.transform.position);"
"Assets/_Project/Scripts/ResourceNode/GatheringToastController.cs",88,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Scripts/ResourceNode/GatheringToastController.cs",40,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/ResourceNode/ResourceNode.cs",76,"network-variable","NetworkVariable<ResourceNodeState> _replicatedState = new NetworkVariable<ResourceNodeState>("
"Assets/_Project/Scripts/ResourceNode/ResourceNode.cs",109,"spatial-member","private Vector3 _baseScale;"
"Assets/_Project/Scripts/ResourceNode/ResourceNode.cs",434,"position-access","transform.position, _config.GatherRange);"
"Assets/_Project/Scripts/Ship/AltitudeCorridorData.cs",38,"spatial-member","public Vector3 cityCenter;"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoConsole.cs",42,"spatial-member","public Vector3 Position => transform.position;"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoConsole.cs",42,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoConsole.cs",120,"position-access","transform.position, _interactionRadius);"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",9,"network-variable","NetworkVariable<ShipTelemetryState> → NGO sync"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",409,"spatial-member","private Vector3 CalculateBoxPosition(int index, int total)"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",443,"spatial-member","private Vector3 CalculateBoxScale()"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",363,"position-access","transform.localPosition = CalculateBoxPosition(index, total);"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",525,"position-access","transform.localPosition = new Vector3("
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",385,"lifecycle-placement","Instantiate(prefab);"
"Assets/_Project/Scripts/Ship/Cargo/ShipCargoVisual.cs",498,"lifecycle-placement","Instantiate(prefab);"
"Assets/_Project/Scripts/Ship/Combat/ShipHull.cs",5,"network-variable","NetworkVariable<int> hull — сервер пишет, все читают."
"Assets/_Project/Scripts/Ship/Combat/ShipHull.cs",60,"network-variable","NetworkVariable<int> _hull = new NetworkVariable<int>("
"Assets/_Project/Scripts/Ship/Combat/ShipHull.cs",63,"network-variable","NetworkVariable<int> _maxHull = new NetworkVariable<int>("
"Assets/_Project/Scripts/Ship/Combat/ShipHull.cs",151,"spatial-member","public Vector3 GetPosition() => transform.position;"
"Assets/_Project/Scripts/Ship/Combat/ShipHull.cs",151,"position-access","transform.position;"
"Assets/_Project/Scripts/Ship/DoorController.cs",21,"network-variable","NetworkVariable<bool> IsOpen."
"Assets/_Project/Scripts/Ship/DoorController.cs",29,"spatial-member","private Vector3 slideDirection = Vector3.right;"
"Assets/_Project/Scripts/Ship/DoorController.cs",49,"spatial-member","private Vector3 _closedPos;"
"Assets/_Project/Scripts/Ship/DoorController.cs",50,"spatial-member","private Vector3 _openPos;"
"Assets/_Project/Scripts/Ship/DoorController.cs",67,"position-access","doorModel.localPosition;"
"Assets/_Project/Scripts/Ship/DoorController.cs",72,"position-access","doorModel.localPosition = _openPos;"
"Assets/_Project/Scripts/Ship/DoorController.cs",112,"position-access","doorModel.localPosition;"
"Assets/_Project/Scripts/Ship/DoorController.cs",121,"position-access","doorModel.localPosition = Vector3.Lerp(start, target, t);"
"Assets/_Project/Scripts/Ship/DoorController.cs",125,"position-access","doorModel.localPosition = target;"
"Assets/_Project/Scripts/Ship/DoorController.cs",138,"position-access","doorModel.position;"
"Assets/_Project/Scripts/Ship/Editor/ModuleShopDatabaseEditor.cs",18,"spatial-member","private Vector2 _scrollPos;"
"Assets/_Project/Scripts/Ship/Editor/ModuleShopDatabaseEditor.cs",267,"spatial-member","private Vector2 _scroll;"
"Assets/_Project/Scripts/Ship/Editor/ModuleSlotEditor.cs",132,"position-access","transform.localPosition = module.attachPositionOffset;"
"Assets/_Project/Scripts/Ship/Editor/RepairManagerEditor.cs",13,"spatial-member","private Vector2 _scrollPos;"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",33,"spatial-member","private Vector3 _rotationAxis = Vector3.forward;"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",71,"spatial-member","private Vector3 _visualsBaseLocalPos;"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",73,"spatial-member","private Vector3 _propellerBaseLocalPos;"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",92,"position-access","_visuals.position);"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",102,"position-access","_propeller.position);"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",180,"position-access","_pivotPoint.position);"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",92,"point-conversion","InverseTransformPoint(_visuals.position);"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",102,"point-conversion","InverseTransformPoint(_propeller.position);"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",180,"point-conversion","InverseTransformPoint(_pivotPoint.position);"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",188,"point-conversion","SetPositionAndRotation("
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",189,"point-conversion","TransformPoint(targetLocalPos),"
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",210,"point-conversion","SetPositionAndRotation("
"Assets/_Project/Scripts/Ship/Engine/EngineThrusterVisual.cs",211,"point-conversion","TransformPoint(targetLocalPos),"
"Assets/_Project/Scripts/Ship/MeziyThrusterVisual.cs",174,"position-access","transform.localPosition = Vector3.back * 1.5f; // Позиция ""сопла"" (сзади корабля)"
"Assets/_Project/Scripts/Ship/MeziyThrusterVisual.cs",215,"position-access","transform.localPosition = Vector3.zero;"
"Assets/_Project/Scripts/Ship/MeziyThrusterVisual.cs",190,"world-space-effects","simulationSpace = ParticleSystemSimulationSpace.Local;"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",10,"network-variable","NetworkVariable<ShipTelemetryState> на ShipController. Содержит достаточно данных"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",33,"network-serialization","INetworkSerializable, IEquatable<CargoDetailDto>"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",44,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",46,"network-serialization","SerializeValue(ref itemId);"
"Assets/_Project/Scripts/Ship/Network/ShipTelemetryState.cs",47,"network-serialization","SerializeValue(ref displayName);"
