asset_path,object_path,active_self,components,network_transform,mesh_local_max_abs
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DETAIL_WINDOW_POST_L_1.48[37]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DETAIL_WINDOW_POST_L_3.82[38]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DETAIL_WINDOW_POST_R_1.48[39]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DETAIL_WINDOW_POST_R_3.82[40]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DETAIL_WINDOW_SILL_L[41]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012299999594688416
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DETAIL_WINDOW_SILL_R[42]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012299999594688416
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DOOR_HINGE_+0.50[43]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00090000004274770617
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_DOOR_HINGE_-0.50[44]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00090000004274770617
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_DOOR_HEADER[45]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0063000000081956387
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_DOOR_JAMB_FRONT[46]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00800000037997961
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_DOOR_JAMB_REAR[47]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00800000037997961
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_DOOR_PIVOT[48]",true,"UnityEngine.Transform;UnityEngine.MeshCollider;ProjectC.Ship.DoorController","",
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_DOOR_PIVOT[48]/CABIN_ENTRY_DOOR_LEAF[0]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00879999902099371
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_DOOR_TRANSOM[49]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0050999997183680534
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_SIDE_L_FRONT_PANEL[50]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0058499998413026333
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_SIDE_L_FRONT_WINDOW[51]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_SIDE_L_REAR_PANEL[52]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0047499998472630978
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_SIDE_L_REAR_WINDOW[53]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ENTRY_THRESHOLD[54]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0057999999262392521
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRAME_POST_+1.35_+1.78[55]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRAME_POST_+1.35_-1.78[56]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRAME_POST_+3.95_+1.78[57]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRAME_POST_+3.95_-1.78[58]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRONT_HEADER[59]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.019749999046325684
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRONT_LOWER[60]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.01874999888241291
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_FRONT_WINDSHIELD[61]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.017249999567866325
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ID_PLATE[62]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00624999962747097
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_REAR_WALL[63]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.01874999888241291
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_L_0[64]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_L_1[65]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_L_2[66]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_L_3[67]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_R_0[68]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_R_1[69]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_R_2[70]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_BOLT_R_3[71]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_EDGE_RAIL_L[72]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.014249999076128006
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_EDGE_RAIL_R[73]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.014249999076128006
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_FRAME[74]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.020799998193979263
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_HATCH[75]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0036000001709908247
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_HATCH_BOLT_1.78_0.70[76]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00028000000747852027
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_HATCH_BOLT_1.78_1.20[77]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00028000000747852027
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_HATCH_BOLT_2.22_0.70[78]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00028000000747852027
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_HATCH_BOLT_2.22_1.20[79]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00028000000747852027
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_HATCH_HANDLE[80]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.001299999887123704
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_PANEL[81]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.020099999383091927
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_RIB_01[82]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.020399998873472214
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_RIB_02[83]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.020399998873472214
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_ROOF_RIB_03[84]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.020399998873472214
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SERVICE_DOOR_BOLT_1.82[85]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0003499999875202775
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SERVICE_DOOR_BOLT_2.90[86]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0003499999875202775
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SERVICE_GRAB_L_0[87]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00086023297626525164
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SERVICE_GRAB_L_1[88]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00086023268522694707
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SERVICE_GRAB_L_2[89]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.000860233383718878
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SIDE_LOWER_R[90]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012749999761581421
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SIDE_UPPER_L[91]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.013749999925494194
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SIDE_UPPER_R[92]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.013749999925494194
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CABIN_SIDE_WINDOW_R[93]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.011749999597668648
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_BASE_L[94]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.034499999135732651
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_BASE_R[95]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.034499999135732651
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_L_+1.0[96]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_L_-0.5[97]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_L_-2.0[98]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_L_-3.5[99]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_R_+1.0[100]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_R_-0.5[101]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_R_-2.0[102]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_POST_R_-3.5[103]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0030999998562037945
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_TOP_L[104]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.034499999135732651
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_GUARD_TOP_R[105]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.034499999135732651
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_L_+0.7[106]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_L_-0.3[107]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_L_-1.3[108]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_L_-2.3[109]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_R_+0.7[110]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_R_-0.3[111]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_R_-1.3[112]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_COLLAR_R_-2.3[113]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00092999998014420271
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_L_+0.7[114]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_L_-0.3[115]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_L_-1.3[116]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_L_-2.3[117]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_R_+0.7[118]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_R_-0.3[119]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_R_-1.3[120]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_RESTRAINT_POST_R_-2.3[121]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0027499999850988388
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_TIEDOWN_+0.0_+1.5[122]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00090000004274770617
"Assets/_Project/Prefabs/Ships/Ship_Light_root_fbx_test.prefab","Ship_Light_root_fbx_test[0]/project-c_ship_light_base_SHIP_GameReady[13]/CARGO_TIEDOWN_+0.0_-1.5[123]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00090000004274770617
